source,target,isSourceSelected,isTargetSelected,frequency
adobo,red chili powder,0,0,1
adobo,red food coloring,0,0,0
adobo,red pepper flakes,0,0,5
adobo,reduced sodium soy sauce,0,0,0
adobo,refrigerated crescent dinner rolls,0,0,1
adobo,relish,0,0,1
adobo,rhubarb,0,0,0
adobo,rib,0,0,3
adobo,rice,0,0,13
adobo,rind of,0,0,0
adobo,rosemary,0,0,3
adobo,round,0,0,1
adobo,rum,0,0,1
adobo,saffron,0,0,0
adobo,sage,0,0,0
adobo,salami,0,0,0
adobo,salmon,0,0,0
adobo,salsa,0,0,18
adobo,salt,0,0,186
adobo,sauerkraut,0,0,0
adobo,sausage,0,0,8
adobo,scallion,0,0,26
adobo,scallops,0,0,1
adobo,schnapps,0,0,0
adobo,seasoned bread crumbs,0,0,0
adobo,seasoning,0,0,1
adobo,sec,0,0,1
adobo,seed,0,0,12
adobo,shallot,0,0,6
adobo,shell,0,0,2
adobo,sherry,0,0,1
adobo,shortening,0,0,0
adobo,shoulder,0,0,3
adobo,shrimp,0,0,20
adobo,sirloin,0,0,2
adobo,skewers,0,0,2
adobo,skinless chicken breast,0,0,0
adobo,soda,0,0,3
adobo,sour cream,0,0,43
adobo,soy sauce,0,0,9
adobo,soymilk,0,0,0
adobo,spaghetti,0,0,0
adobo,spaghetti sauce,0,0,0
adobo,spears,0,0,0
adobo,spice,0,0,0
adobo,spices,0,0,0
adobo,spinach,0,0,7
adobo,splenda sugar substitute,0,0,1
adobo,spread,0,0,0
adobo,sprig,0,0,0
adobo,sprigs,0,0,1
adobo,sprinkles,0,0,0
adobo,sprout,0,0,0
adobo,sprouts,0,0,0
adobo,starch,0,0,0
adobo,steak,0,0,22
adobo,stick,0,0,0
adobo,strawberry,0,0,0
adobo,sugar,0,0,64
adobo,sweetener,0,0,0
adobo,syrup,0,0,4
adobo,tabasco sauce,0,0,1
adobo,taco seasoning,0,0,2
adobo,taco seasoning mix,0,0,3
adobo,tahini,0,0,1
adobo,tarragon,0,0,1
adobo,tartar,0,0,0
adobo,tea,0,0,0
adobo,tenderloin,0,0,6
adobo,tenders,0,0,2
adobo,tequila,0,0,7
adobo,teriyaki sauce,0,0,1
adobo,thighs,0,0,5
adobo,thyme,0,0,8
adobo,tofu,0,0,4
adobo,tomato,0,0,106
adobo,tomato juice,0,0,0
adobo,tomato sauce,0,0,14
adobo,tomato soup,0,0,0
adobo,tortellini,0,0,0
adobo,tortilla,0,0,1
adobo,tortillas,0,0,37
adobo,tuna,0,0,0
adobo,turkey,0,0,12
adobo,turmeric,0,0,2
adobo,turmeric powder,0,0,0
adobo,unsweetened cocoa powder,0,0,1
adobo,vanilla,0,0,0
adobo,vanilla essence,0,0,0
adobo,vanilla extract,0,0,0
adobo,vanilla ice cream,0,0,0
adobo,vanilla instant pudding mix,0,0,0
adobo,vegetable oil cooking spray,0,0,0
adobo,vegetable shortening,0,0,0
adobo,vegetable stock,0,0,2
adobo,vegetables,0,0,0
adobo,vermouth,0,0,0
adobo,vinegar,0,0,62
adobo,vodka,0,0,1
adobo,wafers,0,0,0
adobo,walnuts,0,0,1
adobo,water,0,0,40
adobo,watermelon,0,0,1
adobo,wedge,0,0,6
adobo,wedges,0,0,1
adobo,weed,0,0,0
adobo,wheat germ,0,0,0
adobo,whip,0,0,0
adobo,whipped cream,0,0,0
adobo,whipped topping,0,0,0
adobo,whipping cream,0,0,0
adobo,whiskey,0,0,0
adobo,white cake mix,0,0,0
adobo,wine,0,0,11
adobo,wings,0,0,2
adobo,worcestershire sauce,0,0,21
adobo,wrappers,0,0,0
adobo,yeast,0,0,1
adobo,yellow cake mix,0,0,0
adobo,yellow squash,0,0,1
adobo,yoghurt,0,0,0
adobo,yogurt,0,0,4
adobo,yolk,0,0,0
adobo,zest,0,0,11
adobo,zest of,0,0,4
adobo,zucchini,0,0,10
ale,alfredo sauce,0,0,0
ale,allspice,0,0,1
ale,almond,0,0,0
ale,almond extract,0,0,3
ale,almonds,0,0,0
ale,amaretto,0,0,0
ale,apple,0,0,8
ale,apple juice,0,0,9
ale,applesauce,0,0,1
ale,apricot,0,0,1
ale,apricots,0,0,0
ale,artichoke hearts,0,0,0
ale,arugula,0,0,0
ale,asparagus,0,0,0
ale,avocado,0,0,0
ale,bacon,0,0,2
ale,bacon bits,0,0,0
ale,bags,0,0,4
ale,baguette,0,0,0
ale,baking powder,0,0,4
ale,banana,0,0,1
ale,barbecue sauce,0,0,3
ale,barley,0,0,0
ale,basil,0,0,0
ale,bean,0,0,1
ale,beef,0,0,8
ale,beef bouillon cube,0,0,1
ale,beef stock,0,0,2
ale,beer,0,0,2
ale,beets,0,0,0
ale,berries,0,0,1
ale,biscuits,0,0,0
ale,bisquick,0,0,0
ale,bisquick baking mix,0,0,0
ale,blackberries,0,0,1
ale,blueberries,0,0,2
ale,boneless chicken breast,0,0,1
ale,boneless skinless chicken breast,0,0,1
ale,bouillon,0,0,0
ale,bourbon,0,0,2
ale,bran,0,0,0
ale,brandy,0,0,5
ale,bread,0,0,2
ale,breadcrumb,0,0,1
ale,brisket,0,0,5
ale,broccoli,0,0,0
ale,broth,0,0,7
ale,browns,0,0,0
ale,buns,0,0,0
ale,butter,0,0,21
ale,buttermilk,0,0,1
ale,butternut squash,0,0,0
ale,cabbage,0,0,4
ale,cacao,0,0,0
ale,cajun seasoning,0,0,1
ale,cake,0,0,0
ale,candies,0,0,0
ale,capers,0,0,0
ale,capsicum,0,0,0
ale,cardamom,0,0,2
ale,carrot,0,0,8
ale,cashews,0,0,0
ale,catsup,0,0,0
ale,cauliflower,0,0,0
ale,cayenne,0,0,1
ale,celery,0,0,3
ale,cereal,0,0,0
ale,cheese,0,0,12
ale,cherry,0,0,8
ale,chestnuts,0,0,0
ale,chicken,0,0,1
ale,chicken bouillon cube,0,0,0
ale,chicken breast,0,0,1
ale,chicken pieces,0,0,0
ale,chicken stock,0,0,2
ale,chickpeas,0,0,0
ale,chile,0,0,1
ale,chili,0,0,0
ale,chili powder,0,0,3
ale,chili sauce,0,0,0
ale,chip,0,0,0
ale,chips,0,0,0
ale,chives,0,0,0
ale,chocolate,0,0,0
ale,chops,0,0,3
ale,choy,0,0,0
ale,chuck,0,0,0
ale,chunks,0,0,2
ale,chutney,0,0,0
ale,cider,0,0,9
ale,cilantro,0,0,2
ale,cinnamon,0,0,9
ale,clams,0,0,0
ale,clove,0,0,24
ale,cocoa,0,0,0
ale,cocoa powder,0,0,0
ale,coconut,0,0,0
ale,coffee,0,0,1
ale,concentrate,0,0,28
ale,condensed cream of chicken soup,0,0,0
ale,condensed cream of mushroom soup,0,0,0
ale,cooked chicken breast,0,0,0
ale,cookies,0,0,0
ale,cooking spray,0,0,0
ale,coriander,0,0,0
ale,coriander powder,0,0,0
ale,corn,0,0,0
ale,corn flakes,0,0,0
ale,cornflour,0,0,2
ale,cornmeal,0,0,0
ale,cornstarch,0,0,5
ale,couscous,0,0,0
ale,crabmeat,0,0,0
ale,cracker,0,0,0
ale,cranberries,0,0,1
ale,cranberry juice,0,0,18
ale,cream,0,0,0
ale,cream of celery soup,0,0,0
ale,cream of chicken soup,0,0,0
ale,cream of mushroom soup,0,0,2
ale,creamer,0,0,0
ale,creole seasoning,0,0,0
ale,crisco,0,0,0
ale,crumb,0,0,0
ale,crushed red pepper flakes,0,0,1
ale,cucumber,0,0,1
ale,cumin,0,0,2
ale,cumin powder,0,0,0
ale,currants,0,0,0
ale,curry powder,0,0,0
ale,dates,0,0,0
ale,dill,0,0,1
ale,dogs,0,0,0
ale,dough,0,0,0
ale,dried italian seasoning,0,0,0
ale,dried onion flakes,0,0,0
ale,dried parsley flakes,0,0,0
ale,dry onion soup mix,0,0,2
ale,egg,0,0,4
ale,egg substitute,0,0,0
ale,egg white,0,0,1
ale,eggplant,0,0,0
ale,enchilada sauce,0,0,0
ale,espresso,0,0,0
ale,fat,0,0,0
ale,fat free sour cream,0,0,0
ale,feta,0,0,0
ale,fettuccine,0,0,0
ale,fillet,0,0,2
ale,filling,0,0,0
ale,fish sauce,0,0,0
ale,floret,0,0,0
ale,florets,0,0,0
ale,flour,0,0,23
ale,fraiche,0,0,0
ale,fresh lemon juice,0,0,3
ale,fresh lemon rind,0,0,0
ale,fresh lime juice,0,0,5
ale,fresh orange juice,0,0,2
ale,frosting,0,0,0
ale,frozen whipped topping,0,0,0
ale,fruit,0,0,2
ale,garlic,0,0,4
ale,garlic powder,0,0,2
ale,gelatin,0,0,10
ale,ghee,0,0,0
ale,ginger,0,0,19
ale,gingerroot,0,0,5
ale,gorgonzola,0,0,0
ale,graham cracker crumbs,0,0,0
ale,granular,0,0,0
ale,granules,0,0,1
ale,grapes,0,0,1
ale,gravy,0,0,0
ale,green food coloring,0,0,0
ale,greens,0,0,0
ale,grenadine,0,0,8
ale,guacamole,0,0,0
ale,gum,0,0,0
ale,half-and-half,0,0,1
ale,half-and-half cream,0,0,1
ale,halves,0,0,2
ale,ham,0,0,5
ale,hamburger,0,0,0
ale,hazelnuts,0,0,0
ale,heavy cream,0,0,4
ale,heavy whipping cream,0,0,1
ale,herbs,0,0,1
ale,hoisin sauce,0,0,1
ale,honey,0,0,8
ale,horseradish,0,0,3
ale,hot pepper sauce,0,0,0
ale,hot sauce,0,0,1
ale,ice,0,0,17
ale,ice cube,0,0,15
ale,italian dressing,0,0,0
ale,italian salad dressing,0,0,0
ale,italian seasoning,0,0,0
ale,jalapeno,0,0,2
ale,jam,0,0,0
ale,jelly,0,0,1
ale,juice and zest of,0,0,1
ale,juice of,0,0,2
ale,kahlua,0,0,0
ale,kale,0,0,0
ale,ketchup,0,0,5
ale,kielbasa,0,0,1
ale,krispies,0,0,0
ale,lamb,0,0,0
ale,lard,0,0,0
ale,leaf,0,0,11
ale,leave,0,0,0
ale,leek,0,0,2
ale,lemon,0,0,12
ale,lemon extract,0,0,0
ale,lemon juice,0,0,36
ale,lemon peel,0,0,0
ale,lemon rind,0,0,0
ale,lemon slice,0,0,4
ale,lemongrass,0,0,0
ale,lentils,0,0,0
ale,lettuce,0,0,0
ale,light cream,0,0,0
ale,light sour cream,0,0,0
ale,light soy sauce,0,0,0
ale,lime,0,0,8
ale,lime juice,0,0,4
ale,linguine,0,0,0
ale,liqueur,0,0,4
ale,liquid smoke,0,0,0
ale,loin,0,0,1
ale,low sodium soy sauce,0,0,0
ale,low-fat sour cream,0,0,0
ale,macaroni,0,0,0
ale,mace,0,0,1
ale,mango,0,0,1
ale,mangoes,0,0,2
ale,margarine,0,0,0
ale,marinara sauce,0,0,0
ale,marinated artichoke hearts,0,0,0
ale,marjoram,0,0,1
ale,marmalade,0,0,2
ale,marnier,0,0,1
ale,marshmallows,0,0,1
ale,masala,0,0,0
ale,mayonnaise,0,0,1
ale,meat,0,0,0
ale,milk,0,0,5
ale,mint,0,0,2
ale,mirin,0,0,0
ale,"mix""",0,0,0
ale,molasses,0,0,2
ale,mushroom,0,0,0
ale,mushrooms,0,0,6
ale,mustard,0,0,24
ale,mustard powder,0,0,0
ale,nectar,0,0,14
ale,nonfat dry milk powder,0,0,1
ale,nonfat sour cream,0,0,0
ale,nonstick cooking spray,0,0,0
ale,noodles,0,0,2
ale,nutmeg,0,0,2
ale,nuts,0,0,0
ale,oatmeal,0,0,1
ale,oats,0,0,0
ale,oil,0,0,28
ale,okra,0,0,0
ale,old bay seasoning,0,0,0
ale,olive,0,0,2
ale,onion,0,0,22
ale,onion powder,0,0,0
ale,onion soup mix,0,0,1
ale,onions,0,0,7
ale,orange,0,0,21
ale,orange juice,0,0,40
ale,orange peel,0,0,1
ale,orange rind,0,0,0
ale,oregano,0,0,1
ale,oyster sauce,0,0,0
ale,pancetta,0,0,0
ale,paprika,0,0,4
ale,parsley,0,0,6
ale,parsley flakes,0,0,0
ale,parsnips,0,0,0
ale,pasta,0,0,0
ale,pasta sauce,0,0,0
ale,paste,0,0,2
ale,pastry,0,0,1
ale,pea,0,0,0
ale,peaches,0,0,4
ale,peanuts,0,0,0
ale,pear,0,0,0
ale,pears,0,0,0
ale,peas,0,0,0
ale,pecans,0,0,1
ale,pectin,0,0,0
ale,penne,0,0,0
ale,pepper,0,0,33
ale,peppercorn,0,0,2
ale,peppercorns,0,0,0
ale,pepperoni,0,0,0
ale,pesto sauce,0,0,0
ale,pickle,0,0,0
ale,pickles,0,0,0
ale,pie crust,0,0,0
ale,pimiento,0,0,0
ale,pineapple,0,0,5
ale,pineapple juice,0,0,33
ale,pistachios,0,0,0
ale,pizza sauce,0,0,0
ale,pods,0,0,0
ale,popcorn,0,0,0
ale,pork,0,0,0
ale,potato,0,0,0
ale,potatoes,0,0,11
ale,poultry seasoning,0,0,0
ale,prawns,0,0,0
ale,preserves,0,0,0
ale,prosciutto,0,0,0
ale,pudding,0,0,0
ale,pumpkin,0,0,2
ale,pure vanilla extract,0,0,0
ale,puree,0,0,2
ale,quinoa,0,0,0
ale,radish,0,0,1
ale,radishes,0,0,0
ale,raisin,0,0,1
ale,ranch dressing,0,0,0
ale,raspberries,0,0,3
ale,red chili powder,0,0,0
ale,red food coloring,0,0,1
ale,red pepper flakes,0,0,0
ale,reduced sodium soy sauce,0,0,0
ale,refrigerated crescent dinner rolls,0,0,0
ale,relish,0,0,0
ale,rhubarb,0,0,4
ale,rib,0,0,6
ale,rice,0,0,0
ale,rind of,0,0,0
ale,rosemary,0,0,3
ale,round,0,0,0
ale,rum,0,0,11
ale,saffron,0,0,0
ale,sage,0,0,0
ale,salami,0,0,0
ale,salmon,0,0,0
ale,salsa,0,0,0
ale,salt,0,0,31
ale,sauerkraut,0,0,1
ale,sausage,0,0,2
ale,scallion,0,0,1
ale,scallops,0,0,0
ale,schnapps,0,0,6
ale,seasoned bread crumbs,0,0,0
ale,seasoning,0,0,1
ale,sec,0,0,3
ale,seed,0,0,4
ale,shallot,0,0,2
ale,shell,0,0,1
ale,sherry,0,0,0
ale,shortening,0,0,1
ale,shoulder,0,0,0
ale,shrimp,0,0,2
ale,sirloin,0,0,0
ale,skewers,0,0,0
ale,skinless chicken breast,0,0,0
ale,soda,0,0,6
ale,sour cream,0,0,3
ale,soy sauce,0,0,3
ale,soymilk,0,0,0
ale,spaghetti,0,0,0
ale,spaghetti sauce,0,0,0
ale,spears,0,0,0
ale,spice,0,0,0
ale,spices,0,0,2
ale,spinach,0,0,1
ale,splenda sugar substitute,0,0,0
ale,spread,0,0,0
ale,sprig,0,0,3
ale,sprigs,0,0,3
ale,sprinkles,0,0,0
ale,sprout,0,0,0
ale,sprouts,0,0,0
ale,starch,0,0,0
ale,steak,0,0,8
ale,stick,0,0,3
ale,strawberry,0,0,13
ale,sugar,0,0,82
ale,sweetener,0,0,0
ale,syrup,0,0,9
ale,tabasco sauce,0,0,0
ale,taco seasoning,0,0,0
ale,taco seasoning mix,0,0,0
ale,tahini,0,0,0
ale,tarragon,0,0,0
ale,tartar,0,0,0
ale,tea,0,0,7
ale,tenderloin,0,0,1
ale,tenders,0,0,0
ale,tequila,0,0,1
ale,teriyaki sauce,0,0,0
ale,thighs,0,0,0
ale,thyme,0,0,6
ale,tofu,0,0,0
ale,tomato,0,0,1
ale,tomato juice,0,0,0
ale,tomato sauce,0,0,0
ale,tomato soup,0,0,0
ale,tortellini,0,0,0
ale,tortilla,0,0,0
ale,tortillas,0,0,0
ale,tuna,0,0,0
ale,turkey,0,0,0
ale,turmeric,0,0,1
ale,turmeric powder,0,0,0
ale,unsweetened cocoa powder,0,0,0
ale,vanilla,0,0,1
ale,vanilla essence,0,0,0
ale,vanilla extract,0,0,4
ale,vanilla ice cream,0,0,7
ale,vanilla instant pudding mix,0,0,0
ale,vegetable oil cooking spray,0,0,0
ale,vegetable shortening,0,0,1
ale,vegetable stock,0,0,0
ale,vegetables,0,0,1
ale,vermouth,0,0,1
ale,vinegar,0,0,11
ale,vodka,0,0,19
ale,wafers,0,0,0
ale,walnuts,0,0,0
ale,water,0,0,45
ale,watermelon,0,0,0
ale,wedge,0,0,2
ale,wedges,0,0,1
ale,weed,0,0,0
ale,wheat germ,0,0,0
ale,whip,0,0,0
ale,whipped cream,0,0,0
ale,whipped topping,0,0,0
ale,whipping cream,0,0,2
ale,whiskey,0,0,2
ale,white cake mix,0,0,0
ale,wine,0,0,6
ale,wings,0,0,1
ale,worcestershire sauce,0,0,5
ale,wrappers,0,0,0
ale,yeast,0,0,2
ale,yellow cake mix,0,0,0
ale,yellow squash,0,0,0
ale,yoghurt,0,0,0
ale,yogurt,0,0,2
ale,yolk,0,0,0
ale,zest,0,0,0
ale,zest of,0,0,2
ale,zucchini,0,0,0
alfredo sauce,allspice,0,0,0
alfredo sauce,almond,0,0,0
alfredo sauce,almond extract,0,0,0
alfredo sauce,almonds,0,0,1
alfredo sauce,amaretto,0,0,0
alfredo sauce,apple,0,0,0
alfredo sauce,apple juice,0,0,0
alfredo sauce,applesauce,0,0,0
alfredo sauce,apricot,0,0,0
alfredo sauce,apricots,0,0,0
alfredo sauce,artichoke hearts,0,0,13
alfredo sauce,arugula,0,0,2
alfredo sauce,asparagus,0,0,5
alfredo sauce,avocado,0,0,3
alfredo sauce,bacon,0,0,14
alfredo sauce,bacon bits,0,0,1
alfredo sauce,bags,0,0,0
alfredo sauce,baguette,0,0,0
alfredo sauce,baking powder,0,0,0
alfredo sauce,banana,0,0,0
alfredo sauce,barbecue sauce,0,0,0
alfredo sauce,barley,0,0,0
alfredo sauce,basil,0,0,12
alfredo sauce,bean,0,0,0
alfredo sauce,beef,0,0,7
alfredo sauce,beef bouillon cube,0,0,0
alfredo sauce,beef stock,0,0,0
alfredo sauce,beer,0,0,0
alfredo sauce,beets,0,0,0
alfredo sauce,berries,0,0,0
alfredo sauce,biscuits,0,0,0
alfredo sauce,bisquick,0,0,0
alfredo sauce,bisquick baking mix,0,0,1
alfredo sauce,blackberries,0,0,0
